Id,Name,aforza__Account__c,aforza__Attribute__c,aforza__Product__c,aforza__Value__c,aforza__Account__r.Name,aforza__Attribute__r.aforza__Code__c,aforza__Product__r.StockKeepingUnit
a0A2z000000B0oREAS,AAS-00001424,0012z00000CGKCPAA5,a0C2z000000B59OEAS,,England,ABERDEEN NEWS,AA-0010,
a0A2z000000B0oSEAS,AAS-00001425,0012z00000CGKCQAA5,a0C2z000000B59OEAS,,England,THONE LANE NEWS,AA-0010,
a0A2z000000B0oTEAS,AAS-00001426,0012z00000CGKCRAA5,a0C2z000000B59OEAS,,England,AL HADI,AA-0010,
a0A2z000000B0oUEAS,AAS-00001427,0012z00000CGKCTAA5,a0C2z000000B59OEAS,,England,NEWHOUSE NEWS,AA-0010,
a0A2z000000B0oVEAS,AAS-00001428,0012z00000CGKCUAA5,a0C2z000000B59OEAS,,England,MANXMAN CONVENIENCE STORE,AA-0010,
a0A2z000000B0oWEAS,AAS-00001429,0012z00000CGKCVAA5,a0C2z000000B59OEAS,,England,JI BROTHERS LTD T/A COSTCUTTER,AA-0010,
a0A2z000000B0oXEAS,AAS-00001430,0012z00000CGKCWAA5,a0C2z000000B59OEAS,,England,ONE STOP SAVE,AA-0010,
a0A2z000000B0oYEAS,AAS-00001431,0012z00000CGKCXAA5,a0C2z000000B59OEAS,,England,PENNINE CRUISERS,AA-0010,
a0A2z000000B0oZEAS,AAS-00001432,0012z00000CGKCYAA5,a0C2z000000B59OEAS,,England,PREMIER CADISHEAD STORES,AA-0010,
a0A2z000000B0oaEAC,AAS-00001433,0012z00000CGKCZAA5,a0C2z000000B59OEAS,,England,SKIPTON FARMHOUSE FAIR LTD,AA-0010,
a0A2z000000B0obEAC,AAS-00001434,0012z00000CGKCaAAP,a0C2z000000B59OEAS,,England,GO LOCAL EXTRA,AA-0010,
a0A2z000000B0ocEAC,AAS-00001435,0012z00000CGKCbAAP,a0C2z000000B59OEAS,,England,FAIRBANK FOOD STORE,AA-0010,
a0A2z000000B0odEAC,AAS-00001436,0012z00000CGKCcAAP,a0C2z000000B59OEAS,,England,BARTON NEWS & OFF LICENSE,AA-0010,
a0A2z000000B0oeEAC,AAS-00001437,0012z00000CGKCdAAP,a0C2z000000B59OEAS,,England,AEJIS OFF LICENCE,AA-0010,
a0A2z000000B0ofEAC,AAS-00001438,0012z00000CGKCeAAP,a0C2z000000B59OEAS,,England,SOUTHEY NEWS,AA-0010,
a0A2z000000B0ogEAC,AAS-00001439,0012z00000CGKCfAAP,a0C2z000000B59OEAS,,England,THE BREAD SHOP,AA-0010,
a0A2z000000B0ohEAC,AAS-00001440,0012z00000CGKCgAAP,a0C2z000000B59OEAS,,England,PREMIER NORTH LEVERTON,AA-0010,
a0A2z000000B0oiEAC,AAS-00001441,0012z00000CGKChAAP,a0C2z000000B59OEAS,,England,TS FOOD AND WINE,AA-0010,
a0A2z000000B0ojEAC,AAS-00001442,0012z00000CGKCiAAP,a0C2z000000B59OEAS,,England,GOLCAR STORES,AA-0010,
a0A2z000000B0okEAC,AAS-00001443,0012z00000CGKCjAAP,a0C2z000000B59OEAS,,England,EVERYDAY STORES LIMITED,AA-0010,
a0A2z000000B0olEAC,AAS-00001444,0012z00000CGKCkAAP,a0C2z000000B59OEAS,,England,PARKFIELD STORES,AA-0010,
a0A2z000000B0omEAC,AAS-00001445,0012z00000CGKClAAP,a0C2z000000B59OEAS,,England,BRADSHAWS FARM SHOP,AA-0010,
a0A2z000000B0onEAC,AAS-00001446,0012z00000CGKCmAAP,a0C2z000000B59OEAS,,England,ABBEYHILLS LOCAL SHOPPER,AA-0010,
a0A2z000000B0ooEAC,AAS-00001447,0012z00000CGKCnAAP,a0C2z000000B59OEAS,,England,BISMILLAH FOOD STORE,AA-0010,
a0A2z000000B0eaEAC,AAS-00000813,0012z00000CGJyJAAX,a0C2z000000B59OEAS,,England,ALI,AA-0010,
a0A2z000000B0ebEAC,AAS-00000814,0012z00000CGJyKAAX,a0C2z000000B59OEAS,,England,ATTOCK SUPERSTORE,AA-0010,
a0A2z000000B0ecEAC,AAS-00000815,0012z00000CGJyLAAX,a0C2z000000B59OEAS,,England,NISAR TRADERS LTD,AA-0010,
a0A2z000000B0edEAC,AAS-00000816,0012z00000CGJyMAAX,a0C2z000000B59OEAS,,England,HUSSAIN GREEN GROCERS,AA-0010,
a0A2z000000B0eeEAC,AAS-00000817,0012z00000CGJyNAAX,a0C2z000000B59OEAS,,England,CLARKSFIELD FOOD,AA-0010,
a0A2z000000B0efEAC,AAS-00000818,0012z00000CGJyOAAX,a0C2z000000B59OEAS,,England,XZ15 LTD T/A SUNNY'S NEWSAGENT,AA-0010,
a0A2z000000B0egEAC,AAS-00000819,0012z00000CGJyPAAX,a0C2z000000B59OEAS,,England,OXFORD MINI CASH AND CARRY,AA-0010,
a0A2z000000B0ehEAC,AAS-00000820,0012z00000CGJyQAAX,a0C2z000000B59OEAS,,England,SABRI STORE LTD,AA-0010,
a0A2z000000B0eiEAC,AAS-00000821,0012z00000CGJyRAAX,a0C2z000000B59OEAS,,England,CHADDERTON SUPERSTORE,AA-0010,
a0A2z000000B0ejEAC,AAS-00000822,0012z00000CGJySAAX,a0C2z000000B59OEAS,,England,UMAR FOODSTORE,AA-0010,
a0A2z000000B0ekEAC,AAS-00000823,0012z00000CGJyTAAX,a0C2z000000B59OEAS,,England,NT FOOD & WINES,AA-0010,
a0A2z000000B0elEAC,AAS-00000824,0012z00000CGJyUAAX,a0C2z000000B59OEAS,,England,MIDDLETON NEWS SHOP,AA-0010,
a0A2z000000B0emEAC,AAS-00000825,0012z00000CGJyVAAX,a0C2z000000B59OEAS,,England,RMA NEWS,AA-0010,
a0A2z000000B0enEAC,AAS-00000826,0012z00000CGJyWAAX,a0C2z000000B59OEAS,,England,ASIA CONTINENTAL (OLDHAM) LTD,AA-0010,
a0A2z000000B0eoEAC,AAS-00000827,0012z00000BytMXAAZ,a0C2z000000B59OEAS,,England,GO LOCAL - THE KIOSK,AA-0010,
a0A2z000000B0epEAC,AAS-00000828,0012z00000BytMYAAZ,a0C2z000000B59OEAS,,England,HA STORES,AA-0010,
a0A2z000000B0eqEAC,AAS-00000829,0012z00000BytMZAAZ,a0C2z000000B59OEAS,,England,PREMIER (C/O NOBLE RETAIL LTD),AA-0010,
a0A2z000000B0erEAC,AAS-00000830,0012z00000BytMaAAJ,a0C2z000000B59OEAS,,England,FOOD & DRINK 4 U,AA-0010,
a0A2z000000B0esEAC,AAS-00000831,0012z00000BytMbAAJ,a0C2z000000B59OEAS,,England,FELICE OFF LICENCE,AA-0010,
a0A2z000000B0etEAC,AAS-00000832,0012z00000BytMcAAJ,a0C2z000000B59OEAS,,England,THE FIG & THE OLIVE,AA-0010,
a0A2z000000B0euEAC,AAS-00000833,0012z00000BytMdAAJ,a0C2z000000B59OEAS,,England,DEWSBURY POST OFFICE,AA-0010,
a0A2z000000B0evEAC,AAS-00000834,0012z00000BytMfAAJ,a0C2z000000B59OEAS,,England,ASIA SUPERSTORE,AA-0010,
a0A2z000000B0ewEAC,AAS-00000835,0012z00000BytMgAAJ,a0C2z000000B59OEAS,,England,FINE BAKERS LTD,AA-0010,
a0A2z000000B0exEAC,AAS-00000836,0012z00000BytMhAAJ,a0C2z000000B59OEAS,,England,PREMIER,AA-0010,
a0A2z000000B0eyEAC,AAS-00000837,0012z00000BytMiAAJ,a0C2z000000B59OEAS,,England,KINGSWAY LOCAL,AA-0010,
a0A2z000000B0ezEAC,AAS-00000838,0012z00000BytMjAAJ,a0C2z000000B59OEAS,,England,FIVE STAR ASIAN FOODS LTD,AA-0010,
a0A2z000000B0f0EAC,AAS-00000839,0012z00000BytMkAAJ,a0C2z000000B59OEAS,,England,ARCHANA LTD,AA-0010,
a0A2z000000B0f1EAC,AAS-00000840,0012z00000BytMlAAJ,a0C2z000000B59OEAS,,England,WALKLEY LANE SERVICE STATION,AA-0010,
a0A2z000000B0f2EAC,AAS-00000841,0012z00000BytMmAAJ,a0C2z000000B59OEAS,,England,GLOBAL FOOD ASHTON LTD,AA-0010,
a0A2z000000B0f3EAC,AAS-00000842,0012z00000BytMnAAJ,a0C2z000000B59OEAS,,England,MEDINA FOOD STORE,AA-0010,
a0A2z000000B0f4EAC,AAS-00000843,0012z00000BytMoAAJ,a0C2z000000B59OEAS,,England,BARGAIN BOOZE,AA-0010,
a0A2z000000B0f5EAC,AAS-00000844,0012z00000BytMqAAJ,a0C2z000000B59OEAS,,England,NINI CONVENIENCE STORE LTD,AA-0010,
a0A2z000000B0f6EAC,AAS-00000845,0012z00000BytMrAAJ,a0C2z000000B59OEAS,,England,SINGHS NEWS,AA-0010,
a0A2z000000B0f7EAC,AAS-00000846,0012z00000BytMsAAJ,a0C2z000000B59OEAS,,England,MA-BA KITCHEN LTD,AA-0010,
a0A2z000000B0f8EAC,AAS-00000847,0012z00000BytMuAAJ,a0C2z000000B59OEAS,,England,FRESH CHOICE,AA-0010,
a0A2z000000B0f9EAC,AAS-00000848,0012z00000BytMvAAJ,a0C2z000000B59OEAS,,England,NEWS PICS,AA-0010,
a0A2z000000B0fAEAS,AAS-00000849,0012z00000BytMwAAJ,a0C2z000000B59OEAS,,England,TUK TUK RETAIL LTD T/A BROAD OAK POST OFFICE,AA-0010,
a0A2z000000B0fBEAS,AAS-00000850,0012z00000BytMxAAJ,a0C2z000000B59OEAS,,England,BRADLEY GLOBAL FOODS,AA-0010,
a0A2z000000B0fCEAS,AAS-00000851,0012z00000BytMyAAJ,a0C2z000000B59OEAS,,England,K & L NEWSAGENTS,AA-0010,
a0A2z000000B0fDEAS,AAS-00000852,0012z00000BytMzAAJ,a0C2z000000B59OEAS,,England,ASCOT OFF LICENCE,AA-0010,
a0A2z000000B0fEEAS,AAS-00000853,0012z00000BytN0AAJ,a0C2z000000B59OEAS,,England,DAILY PRODUCE LTD,AA-0010,
a0A2z000000B0fFEAS,AAS-00000854,0012z00000BytN1AAJ,a0C2z000000B59OEAS,,England,YOUR LOCAL SHOP,AA-0010,
a0A2z000000B0fGEAS,AAS-00000855,0012z00000BytN2AAJ,a0C2z000000B59OEAS,,England,LAUGHTON ROAD OFF LICENSE,AA-0010,
a0A2z000000B0fHEAS,AAS-00000856,0012z00000BytN3AAJ,a0C2z000000B59OEAS,,England,DALTON SUPERMARKET,AA-0010,
a0A2z000000B0fIEAS,AAS-00000857,0012z00000BytN4AAJ,a0C2z000000B59OEAS,,England,PREMIER EXPRESS,AA-0010,
a0A2z000000B0fJEAS,AAS-00000858,0012z00000BytN5AAJ,a0C2z000000B59OEAS,,England,SAANDAL NEWS,AA-0010,
a0A2z000000B0fKEAS,AAS-00000859,0012z00000BytN6AAJ,a0C2z000000B59OEAS,,England,POST OFFICE AND CONVENIENCE STORE,AA-0010,
a0A2z000000B0fLEAS,AAS-00000860,0012z00000BytN7AAJ,a0C2z000000B59OEAS,,England,KASHMIR FOODSTORE,AA-0010,
a0A2z000000B0fMEAS,AAS-00000861,0012z00000BytN8AAJ,a0C2z000000B59OEAS,,England,GO LOCAL T/A ASKERN STORES LTD,AA-0010,
a0A2z000000B0fNEAS,AAS-00000862,0012z00000BytNAAAZ,a0C2z000000B59OEAS,,England,A M FILLING STATION LTD,AA-0010,
a0A2z000000B0fOEAS,AAS-00000863,0012z00000BytNBAAZ,a0C2z000000B59OEAS,,England,ASHFIELD CONVENIENCE,AA-0010,
a0A2z000000B0fPEAS,AAS-00000864,0012z00000BytNCAAZ,a0C2z000000B59OEAS,,England,BIGDALE SERVICE STATION,AA-0010,
a0A2z000000B0fQEAS,AAS-00000865,0012z00000BytNDAAZ,a0C2z000000B59OEAS,,England,DURANI FOODS LIMITED,AA-0010,
a0A2z000000B0fREAS,AAS-00000866,0012z00000BytNEAAZ,a0C2z000000B59OEAS,,England,TOPSHOP LTD,AA-0010,
a0A2z000000B0fSEAS,AAS-00000867,0012z00000BytNFAAZ,a0C2z000000B59OEAS,,England,BELFIELDS,AA-0010,
a0A2z000000B0fTEAS,AAS-00000868,0012z00000BytNGAAZ,a0C2z000000B59OEAS,,England,I N S NEWSAGENTS,AA-0010,
a0A2z000000B0fUEAS,AAS-00000869,0012z00000BytNHAAZ,a0C2z000000B59OEAS,,England,A & S STORES,AA-0010,
a0A2z000000B0fVEAS,AAS-00000870,0012z00000BytNIAAZ,a0C2z000000B59OEAS,,England,A1 SPEND & SAVE,AA-0010,
a0A2z000000B0fWEAS,AAS-00000871,0012z00000BytNJAAZ,a0C2z000000B59OEAS,,England,ARMANISU LTD T/A CALDERDALE CONVENIENCE STORE,AA-0010,
a0A2z000000B0fXEAS,AAS-00000872,0012z00000CGJwVAAX,a0C2z000000B59OEAS,,England,AMIS MINI MARKET,AA-0010,
a0A2z000000B0fYEAS,AAS-00000873,0012z00000CGJwWAAX,a0C2z000000B59OEAS,,England,SINGH PREMIER,AA-0010,
a0A2z000000B0fZEAS,AAS-00000874,0012z00000CGJwXAAX,a0C2z000000B59OEAS,,England,KASHMIR WATAN FOODSTORE,AA-0010,
a0A2z000000B0faEAC,AAS-00000875,0012z00000CGJwYAAX,a0C2z000000B59OEAS,,England,WINE LINE,AA-0010,
a0A2z000000B0fbEAC,AAS-00000876,0012z00000CGJwZAAX,a0C2z000000B59OEAS,,England,H & C WILTON STORES LTD,AA-0010,
a0A2z000000B0fcEAC,AAS-00000877,0012z00000CGJwaAAH,a0C2z000000B59OEAS,,England,SHAMMA HALAL,AA-0010,
a0A2z000000B0fdEAC,AAS-00000878,0012z00000CGJwdAAH,a0C2z000000B59OEAS,,England,D & D NEWSAGENTS,AA-0010,
a0A2z000000B0feEAC,AAS-00000879,0012z00000CGJweAAH,a0C2z000000B59OEAS,,England,A & M DISCOUNT,AA-0010,
a0A2z000000B0ffEAC,AAS-00000880,0012z00000CGJwfAAH,a0C2z000000B59OEAS,,England,MUSCAR NEWS,AA-0010,
a0A2z000000B0fgEAC,AAS-00000881,0012z00000CGJwgAAH,a0C2z000000B59OEAS,,England,TAZ NEWS,AA-0010,
a0A2z000000B0fhEAC,AAS-00000882,0012z00000CGJwhAAH,a0C2z000000B59OEAS,,England,ALBYS SHOP,AA-0010,
a0A2z000000B0fiEAC,AAS-00000883,0012z00000CGJwiAAH,a0C2z000000B59OEAS,,England,PRESCOT ROAD NEWS,AA-0010,
a0A2z000000B0fjEAC,AAS-00000884,0012z00000CGJwjAAH,a0C2z000000B59OEAS,,England,COWANS,AA-0010,
a0A2z000000B0fkEAC,AAS-00000885,0012z00000CGJwnAAH,a0C2z000000B59OEAS,,England,MARIES CHIPPY,AA-0010,
a0A2z000000B0flEAC,AAS-00000886,0012z00000CGJwoAAH,a0C2z000000B59OEAS,,England,MILLER NEWS AND BOOZE,AA-0010,
a0A2z000000B0fmEAC,AAS-00000887,0012z00000CGJwpAAH,a0C2z000000B59OEAS,,England,WINE CELLAR,AA-0010,
a0A2z000000B0foEAC,AAS-00000889,0012z00000CGJwrAAH,a0C2z000000B59OEAS,,England,GENTS WOOD MINI MARKET,AA-0010,
a0A2z000000B0fpEAC,AAS-00000890,0012z00000CGJwsAAH,a0C2z000000B59OEAS,,England,HULTON WINES,AA-0010,
a0A2z000000B0fqEAC,AAS-00000891,0012z00000CGJwtAAH,a0C2z000000B59OEAS,,England,WESTON CONVENIENCE STORE LTD,AA-0010,
a0A2z000000B0frEAC,AAS-00000892,0012z00000CGJwuAAH,a0C2z000000B59OEAS,,England,KINGSWAY NEWS,AA-0010,
a0A2z000000B0XuEAK,AAS-00000412,0012z00000BytLnAAJ,a0C2z000000B59OEAS,,England,LITTLE NESTON EXPRESS,AA-0010,
